1-ORF,2-Gene Name,3-Description,4-Localization,5-Cell morphology,6-Mitochondria morphology,7-YPD,8-SD,9-YPG,10-KO*,11-Short-Categorical result,12-Long-Categorical result,13-Short-% decrease with IAA,14-Long-% decrease with IAA,15-Short-0min-signal,16-Short-0min-StD,17-Short-0min-n,18-Short-30min-signal,19-Short-30min-StD,20-Short-30min-n,21-Long-0h-signal,22-Long-0h-StD,23-Long-0h-n,24-Long-24h-signal,25-Long-24h-StD,26-Long-24h-n,27-Mito Signal,28-Mito StD,29-Mito n,
YDR510W,SMT3,"Ubiquitin-like protein of the SUMO family; conjugated to lysine residues of target proteins; associates with transcriptionally active genes; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics; human homolog SUMO1 can complement yeast null mutant","cytoplasm,nucleus",Normal,Normal,1.073,1.25,1.184,inviable ,No Fluorescence detected,Responsive,Not calculated,49,163,12,2516,149,9,1997,254,29,1472,189,14,1040,129,11,1042,

YBR028C,YPK3,"AGC kinase; phosphorylated by cAMP-dependent protein kinase (PKA) in a TORC1-dependent manner; directly phosphorylated by TORC1; phosphorylates ribosomal protein Rps6a/b (S6), in a TORC-dependent manner; undergoes autophosphorylation",cytoplasm,Normal,Normal,1.073,1.259,1.242,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,8,2084,138,8,2629,228,17,2269,167,13,669,154,27,670,

YGL087C,MMS2,"Ubiquitin-conjugating enzyme variant; involved in error-free postreplication repair; forms a heteromeric complex with Ubc13p, an active ubiquitin-conjugating enzyme; cooperates with chromatin-associated RING finger proteins, Rad18p and Rad5p; protein abundance increases in response to DNA replication stress","cytoplasm,nucleus",Normal,Normal,1.066,1.254,1.237,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,153,7,1636,140,7,2501,239,13,3805,168,13,1232,143,19,1198,

YPL139C,UME1,"Component of both the Rpd3S and Rpd3L histone deacetylase complexes; negative regulator of meiosis; required for repression of a subset of meiotic genes during vegetative growth, binding of histone deacetylase Rpd3p required for activity, contains a NEE box and a WD repeat motif; homologous with Wtm1p; UME1 has a paralog, WTM2, that arose from the whole genome duplication","cytoplasm,nucleus",Normal,Normal,1.047,1.135,1.259,viable ,Responsive,Responsive,20,25,143,7,1723,135,7,2897,225,16,2614,168,11,1715,135,16,1753,

YNR014W,YNR014W,"Putative protein of unknown function; expression is cell-cycle regulated, Azf1p-dependent, and heat-inducible; YNR014W has a paralog, YMR206W, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.056,1.243,1.187,viable ,No Fluorescence detected,Responsive,Not calculated,23,150,8,2267,139,8,2555,232,17,1333,179,12,1108,139,17,1104,

YIR011C,STS1,"Karyopherin adaptor required for nuclear translocation of the proteasome; mediates interaction between nuclear import factor Srp1p and the proteasome; nuclear import of the 26S proteasome is coupled to RanGTP-initiated, ubiquitin-independent proteasomal degradation of Sts1p; Sts1p and Srp1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation; role in ubiquitin-mediated protein degradation; contains a bipartite nuclear localization sequence","cytoplasm,nucleus",Synchronized abnormal,Cell morphology,0.304,0.482,0.452,inviable ,Responsive,Responsive,20,Not calculated,150,8,2098,141,8,2639,229,18,2689,186,25,1128,163,52,1129,

YHR030C,SLT2,"Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity, cell cycle progression, nuclear mRNA retention in heat shock, septum assembly; required for mitophagy, pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway","cytoplasm,nucleus",Normal,Normal,1.13,0.883,1.33,competitive fitness  decreased ,No Fluorescence detected,Responsive,Not calculated,17,155,9,2443,143,7,2345,228,17,2978,190,15,1948,135,17,1946,

YDL230W,PTP1,"Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo, including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation",cytoplasm,Normal,Normal,1.082,1.142,1.168,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,149,8,1869,141,8,2614,225,14,2430,177,13,1453,134,14,1450,

YBR158W,AMN1,"Modulator of cell separation and mitotic exit; inhibits separation through Ub-dependent Ace2p proteolysis; part of a daughter-specific switch induced by the mitotic exit network that inhibits exit and resets the cell cycle after the execution of  MEN function, blocking Tem1p and Cdc15 association; required for chromosome stability and multiple mitotic checkpoints; regulated by SCF; haploid transcription regulated by Ste12p; contains 12 degenerate leucine-rich repeat motifs and an atypical F-box","cytoplasm,nucleus",Normal,Normal,1.066,1.139,1.186,viable ,Responsive,Responsive,24,70,157,10,2404,143,7,2303,253,19,3054,172,13,1396,148,21,1394,

YGL227W,VID30,"Central component of GID Complex, involved in FBPase degradation; interacts strongly with Gid8p to serve as a scaffold for other GID Complex subunits; contains SPRY domain and 3 domains that are also found in Gid8p - LisH, CTLH, and CRA; required for association of Vid vesicles and actin patches in vacuole import and degradation pathway; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm","cytoplasm,nucleus",Normal,Normal,1.151,1.407,1.065,viable ,No Fluorescence detected,Responsive,Not calculated,54,150,7,1591,141,7,2457,234,15,1686,175,13,950,138,17,956,

YPL064C,CWC27,Component of a complex containing Cef1p; putatively involved in pre-mRNA splicing; has similarity to S. pombe Cwf27p; protein abundance increases in response to DNA replication stress,"cytoplasm,nucleus",Normal,Normal,1.252,1.27,1.101,viable ,No Fluorescence detected,Responsive,Not calculated,20,146,8,1786,139,9,2746,216,13,1024,173,14,617,145,23,617,

YER152C,YER152C,Protein with 2-aminoadipate transaminase activity; shares amino acid similarity with the aminotransferases Aro8p and Aro9p; YER152C is not an essential gene,"cytoplasm,nucleus",Normal,Normal,1.305,1.223,1.215,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,150,6,2298,141,6,2851,204,15,1220,164,9,2375,148,21,2410,

YER172C,BRR2,RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD,"cytoplasm,nucleus",Abnormal,Abnormal,0,0,0,inviable ,Responsive,Responsive,16,Not calculated,157,7,1178,148,7,1605,222,18,897,201,51,29,205,150,29,

YMR178W,FPY1,FAD pyrophosphatase; hydrolyzes FAD as the preferred substrate but also acts on NADH and ADP-ribose at lower rates; activity is dependent upon K+ and divalent metal cations; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; FPY1 is not an essential gene; protein abundance increases in response to DNA replication stress,"cytoplasm,nucleus",Normal,Normal,1.305,1.218,1.205,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,162,11,2211,150,9,2719,236,17,1344,171,14,827,142,20,825,

YER171W,RAD3,5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress,"cytoplasm,nucleus",Synchronized abnormal,Abnormal,0.212,0,0,inviable ,Responsive,Partially responsive,15,Not calculated,158,8,632,149,9,825,212,24,626,178,18,57,155,39,58,

YDR361C,BCP1,"Essential nuclear chaperone for ribosomal protein Rpl23p; involved in nuclear export of Mss4p; Mss4p is a lipid kinase that generates phosphatidylinositol 4,5-biphosphate and plays a role in actin cytoskeleton organization and vesicular transport","cytoplasm,nucleus",Normal,Normal,0.633,0.729,0.835,inviable ,Responsive,Responsive,34,80,175,19,1496,149,8,2574,291,54,1463,173,12,458,150,20,462,

YJR084W,YJR084W,Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome,"cytoplasm,nucleus",Normal,Normal,1.139,1.151,1.178,viable ,No Fluorescence detected,Responsive,Not calculated,20,161,9,947,152,8,1660,221,16,1751,176,13,858,140,19,866,

YHR163W,SOL3,"6-phosphogluconolactonase; catalyzes the second step of the pentose phosphate pathway; weak multicopy suppressor of los1-1 mutation; homologous to Sol2p and Sol1p; SOL3 has a paralog, SOL4, that arose from the whole genome duplication","cytoplasm,nucleus",Normal,Normal,1.143,1.191,1.207,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,148,8,1667,140,8,2384,220,11,4291,169,16,648,148,23,638,

YDR364C,CDC40,"Pre-mRNA splicing factor; important for catalytic step II of pre-mRNA splicing and plays a role in cell cycle progression, particularly at the G1/S phase transition; required for DNA synthesis during mitosis and meiosis; has WD repeats; thermosensitivity of the cdc40 null mutant is functionally complemented by a chimeric construct containing the N-terminal 156 amino acids of yeast Cdc40p fused to the C-terminal two thirds (297 amino acids) of human CDC40","cytoplasm,nucleus",Synchronized abnormal,Cell morphology,0.718,0.253,1.012,viable ,Responsive,Partially responsive,18,Not calculated,160,8,2423,149,7,2337,224,16,2566,178,13,259,161,39,260,

YAL061W,BDH2,Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3,"cytoplasm,nucleus",Normal,Normal,1.101,1.232,1.308,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,154,8,2013,146,8,2810,221,15,720,191,13,1571,128,11,1576,

YOR110W,TFC7,"RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog, YNL108C, that arose from the whole genome duplication","cytoplasm,nucleus",Normal,Normal,1.044,0.967,1.125,N/A,Responsive,Responsive,16,22,157,8,2154,148,8,2777,216,16,2000,169,13,462,157,26,451,

YAR015W,ADE1,N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress,"cytoplasm,nucleus",Normal,Abnormal,0.527,0.035,1.201,viable ,Responsive,Responsive,44,Not calculated,180,22,1802,145,8,2410,331,55,1120,217,48,699,157,29,703,

YJR050W,ISY1,"Member of the NineTeen Complex (NTC); NTC contains Prp19p and stabilizes U6 snRNA in catalytic forms of spliceosome containing U2, U5, and U6 snRNAs; interacts with Prp16p to modulate splicing fidelity; isy1 syf2 cells have defective spindles ","cytoplasm,nucleus",Normal,Normal,1.081,1.265,1.197,viable ,Responsive,Responsive,18,25,143,7,1599,136,7,2369,221,14,3473,166,11,1011,146,20,1018,

YNR032W,PPG1,"Serine protein phosphatase involved in formation of FAR complex; inhibits mitophagy by dephosphorylating Atg32p; required for glycogen accumulation; interacts with Tap42p, which binds to and regulates other protein phosphatases","cytoplasm,nucleus",Normal,Normal,1.092,1.223,1.092,viable ,No aparent change,Responsive,Not calculated,23,154,8,2308,141,7,2645,221,17,2495,170,12,1279,144,19,1275,

YOR026W,BUB3,"Kinetochore checkpoint WD40 repeat protein; localizes to kinetochores during prophase and metaphase, delays anaphase in the presence of unattached kinetochores; forms complexes with Mad1p-Bub1p and with Cdc20p, binds Mad2p and Mad3p; functions at kinetochore to activate APC/C-Cdc20p for normal mitotic progression","cytoplasm,nucleus",Normal,Abnormal,0.672,0.964,0.817,viable ,No Fluorescence detected,Responsive,Not calculated,15,154,8,2272,146,8,2669,217,15,929,184,18,515,149,40,504,

YMR074C,SDD2,Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress,"cytoplasm,nucleus",Normal,Normal,1.122,1.273,1.201,viable ,No Fluorescence detected,Responsive,Not calculated,21,153,7,1470,144,8,2040,218,13,1297,171,14,1080,138,16,1069,

YNL330C,RPD3,"Histone deacetylase, component of both Rpd3S and Rpd3L complexes; regulates transcription, silencing, autophagy and other processes by influencing chromatin remodeling; forms at least two different complexes which have distinct functions and members; Rpd3(L) recruitment to the subtelomeric region is regulated by interaction with the Hmt1p methyltransferase; delays late firing of single copy origins by opposing the Fkh1/2 origin activation pathway","cytoplasm,nucleus",Normal,Normal,0.86,0.554,0.746,viable ,No aparent change,Responsive,Not calculated,52,152,8,905,143,8,1738,237,19,1042,178,15,437,146,21,435,

YNL036W,NCE103,"Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate, which is an important metabolic substrate, and protons; not expressed under conditions of high CO2, such as inside a growing colony, but transcription is induced in response to low CO2 levels, such as on the colony surface in ambient air; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; abundance increases in response to DNA replication stress","cytoplasm,nucleus",Normal,Normal,1.121,1.136,1.074,N/A,No Fluorescence detected,Responsive,Not calculated,70,163,11,2028,147,7,2589,269,31,2835,177,15,1501,143,17,1460,

YDL190C,UFD2,"Conserved ubiquitin (Ub) chain assembly factor (E4); forms branched Ub chains on substrates destined for degradation, catalyzing K48-linked multi-monoubiquitination of K29-linked Ub chains assembled by Ub-ligase Ufd4p; involved in Ub-fusion degradation pathway, OLE membrane fluidity pathway, stress response survival, and ERAD pathway for misfolded proteins where it promotes ubiquitination and transfer of ERAD substrates to Rad23p; U-box family member; homologous to human Ufd2a, Ufd2b","cytoplasm,nucleus",Normal,Normal,1.1,1.141,1.253,viable ,No Fluorescence detected,Responsive,Not calculated,66,160,9,1822,147,7,2582,238,17,2260,170,11,1801,143,19,1819,

YFR031C,SMC2,"Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; essential SMC chromosomal ATPase family member that forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity, but other condensin subunits are required for chromatin binding; required for clustering of tRNA genes at the nucleolus","cytoplasm,nucleus",Synchronized abnormal,Abnormal,0,N/A,0,inviable ,Responsive,Responsive,17,Not calculated,155,10,1344,146,10,1674,227,20,1119,183,28,44,164,58,44,
